event,event_date,fighter_1,fighter_2,result,method,round,time
UFC 24: First Defense,2000-03-10,Tedd Williams,Steve Judson,win,"KO/TKO

      

        Punch",1,3:23
UFC 24: First Defense,2000-03-10,Lance Gibson,Jermaine Andre,win,"KO/TKO

      

        Knee",3,3:35
UFC 24: First Defense,2000-03-10,Dave Menne,Fabiano Iha,win,U-DEC,3,5:00
UFC 24: First Defense,2000-03-10,Bob Cook,Tiki Ghosn,win,"SUB

      

        Rear Naked Choke",2,1:29
UFC 24: First Defense,2000-03-10,Jens Pulver,David Velasquez,win,"KO/TKO

      

        Punches",2,2:41
UFC 24: First Defense,2000-03-10,Scott Adams,Ian Freeman,win,"SUB

      

        Heel Hook",1,3:09
UFC 24: First Defense,2000-03-10,Shonie Carter,Brad Gumm,win,U-DEC,2,5:00
UFC 19: Ultimate Young Guns,1999-03-05,Tito Ortiz,Guy Mezger,win,"KO/TKO

      

        Punches",1,9:56
UFC 19: Ultimate Young Guns,1999-03-05,Gary Goodridge,Andre Roberts,win,"KO/TKO

      

        Punches",1,0:43
UFC 19: Ultimate Young Guns,1999-03-05,Jeremy Horn,Chuck Liddell,win,"SUB

      

        Arm Triangle",1,12:00
UFC 19: Ultimate Young Guns,1999-03-05,Kevin Randleman,Maurice Smith,win,U-DEC,2,3:00
UFC 19: Ultimate Young Guns,1999-03-05,Evan Tanner,Valeri Ignatov,win,"KO/TKO

      

        Elbows",1,2:58
UFC 19: Ultimate Young Guns,1999-03-05,Pete Williams,Jason Godsey,win,"SUB

      

        Kneebar",1,1:56
UFC 19: Ultimate Young Guns,1999-03-05,Sione Latu,Joey Roberts,win,KO/TKO,1,10:01
UFC - Ultimate Brazil,1998-10-16,Frank Shamrock,John Lober,win,"SUB

      

        Neck Crank",1,7:40
UFC - Ultimate Brazil,1998-10-16,Vitor Belfort,Wanderlei Silva,win,"KO/TKO

      

        Punches",1,0:44
UFC - Ultimate Brazil,1998-10-16,Pedro Rizzo,David Abbott,win,"KO/TKO

      

        Punch",1,8:07
UFC - Ultimate Brazil,1998-10-16,Pat Miletich,Mikey Burnett,win,S-DEC,3,3:00
UFC - Ultimate Brazil,1998-10-16,Tsuyoshi Kohsaka,Pete Williams,win,U-DEC,2,3:00
UFC - Ultimate Brazil,1998-10-16,Ebenezer Fontes Braga,Jeremy Horn,win,"SUB

      

        Guillotine Choke",1,3:27
UFC - Ultimate Brazil,1998-10-16,Tulio Palhares,Adriano Santos,win,"KO/TKO

      

        Punches",1,9:00
UFC - Ultimate Brazil,1998-10-16,Cesar Marscucci,Paulo Santos,win,KO/TKO,1,10:27
UFC 22: Only One Can be Champion,1999-09-24,Frank Shamrock,Tito Ortiz,win,"KO/TKO

      

        Punches",4,4:42
UFC 22: Only One Can be Champion,1999-09-24,Tim Lajcik,Ron Waterman,"draw


draw",U-DEC,3,5:00
UFC 22: Only One Can be Champion,1999-09-24,Jeremy Horn,Jason Godsey,win,"SUB

      

        Armbar",1,2:08
UFC 22: Only One Can be Champion,1999-09-24,Brad Kohler,Steve Judson,win,"KO/TKO

      

        Punch",1,0:30
UFC 22: Only One Can be Champion,1999-09-24,Chuck Liddell,Paul Jones,win,KO/TKO,1,3:53
UFC 22: Only One Can be Champion,1999-09-24,Matt Hughes,Valeri Ignatov,win,U-DEC,3,5:00
UFC 22: Only One Can be Champion,1999-09-24,John Lewis,Lowell Anderson,win,KO/TKO,3,0:13
UFC 22: Only One Can be Champion,1999-09-24,Jens Pulver,Alfonso Alcarez,"draw


draw",M-DEC,2,5:00
UFC 23: Ultimate Japan 2,1999-11-19,Kevin Randleman,Pete Williams,win,U-DEC,5,5:00
UFC 23: Ultimate Japan 2,1999-11-19,Pedro Rizzo,Tsuyoshi Kohsaka,win,"KO/TKO

      

        Punch",3,1:17
UFC 23: Ultimate Japan 2,1999-11-19,Kenichi Yamamoto,Katsuhisa Fujii,win,"SUB

      

        Kneebar",2,4:15
UFC 23: Ultimate Japan 2,1999-11-19,Joe Slick,Jason DeLucia,win,KO/TKO,1,1:28
UFC 23: Ultimate Japan 2,1999-11-19,Eugene Jackson,Keiichiro Yamamiya,win,"KO/TKO

      

        Punch",3,3:12
UFC 23: Ultimate Japan 2,1999-11-19,Kenichi Yamamoto,Daiju Takase,win,U-DEC,3,5:00
UFC 23: Ultimate Japan 2,1999-11-19,Katsuhisa Fujii,Masutatsu Yano,win,"KO/TKO

      

        Punches",2,3:12
UFC 17: Redemption,1998-05-15,Frank Shamrock,Jeremy Horn,win,"SUB

      

        Kneebar",2,1:28
UFC 17: Redemption,1998-05-15,Pete Williams,Mark Coleman,win,"KO/TKO

      

        Kick",2,0:38
UFC 17: Redemption,1998-05-15,Dan Henderson,Carlos Newton,win,S-DEC,2,3:00
UFC 17: Redemption,1998-05-15,David Abbott,Hugo Duarte,win,"KO/TKO

      

        Punches",1,0:43
UFC 17: Redemption,1998-05-15,Mike van Arsdale,Joe Pardo,win,"SUB

      

        Keylock",1,11:01
UFC 17: Redemption,1998-05-15,Carlos Newton,Bob Gilstrap,win,"SUB

      

        Triangle Choke",1,0:52
UFC 17: Redemption,1998-05-15,Dan Henderson,Allan Goes,win,U-DEC,2,3:00
UFC 17: Redemption,1998-05-15,Andre Roberts,Harry Moskowitz,win,U-DEC,2,3:00
UFC 17: Redemption,1998-05-15,Chuck Liddell,Noe Hernandez,win,U-DEC,1,12:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Bas Rutten,Tsuyoshi Kohsaka,win,"KO/TKO

      

        Punches",2,2:15
UFC 18: The Road to the Heavyweight Title,1999-01-08,Pat Miletich,Jorge Patino,win,U-DEC,3,3:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Pedro Rizzo,Mark Coleman,win,S-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Tito Ortiz,Jerry Bohlander,win,KO/TKO,2,2:31
UFC 18: The Road to the Heavyweight Title,1999-01-08,Mikey Burnett,Townsend Saunders,win,U-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Evan Tanner,Darrel Gholar,win,"SUB

      

        Rear Naked Choke",1,7:57
UFC 18: The Road to the Heavyweight Title,1999-01-08,Laverne Clark,Frank Caracci,win,"KO/TKO

      

        Punches",1,6:52
UFC - Ultimate Japan,1997-12-21,Randy Couture,Maurice Smith,win,M-DEC,3,3:00
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,Marcus Silveira,win,"SUB

      

        Armbar",1,3:44
UFC - Ultimate Japan,1997-12-21,Vitor Belfort,Joe Charles,win,"SUB

      

        Armbar",1,4:03
UFC - Ultimate Japan,1997-12-21,Frank Shamrock,Kevin Jackson,win,"SUB

      

        Armbar",1,0:16
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,Marcus Silveira,"nc


nc",Overturned,1,1:51
UFC - Ultimate Japan,1997-12-21,David Abbott,Yoji Anjo,win,U-DEC,2,3:00
UFC - Ultimate Japan,1997-12-21,Tra Telligman,Brad Kohler,win,"SUB

      

        Armbar",1,10:05
UFC 20: Battle for the Gold,1999-05-07,Bas Rutten,Kevin Randleman,win,S-DEC,3,3:00
UFC 20: Battle for the Gold,1999-05-07,Pedro Rizzo,Tra Telligman,win,"KO/TKO

      

        Punch",1,4:30
UFC 20: Battle for the Gold,1999-05-07,Pete Williams,Travis Fulton,win,"SUB

      

        Armbar",1,6:28
UFC 20: Battle for the Gold,1999-05-07,Wanderlei Silva,Tony Petarra,win,"KO/TKO

      

        Knees",1,2:53
UFC 20: Battle for the Gold,1999-05-07,Marcelo Mello,David Roberts,win,"KO/TKO

      

        Elbows",1,1:23
UFC 20: Battle for the Gold,1999-05-07,Laverne Clark,Fabiano Iha,win,KO/TKO,1,1:21
UFC 20: Battle for the Gold,1999-05-07,Ron Waterman,Chris Condo,win,"KO/TKO

      

        Punches",1,0:28
UFC 16: Battle in the Bayou,1998-03-13,Frank Shamrock,Igor Zinoviev,win,"KO/TKO

      

        Slam",1,0:22
UFC 16: Battle in the Bayou,1998-03-13,Tsuyoshi Kohsaka,Kimo Leopoldo,win,U-DEC,2,3:00
UFC 16: Battle in the Bayou,1998-03-13,Pat Miletich,Chris Brennan,win,"SUB

      

        Shoulder Choke",1,9:02
UFC 16: Battle in the Bayou,1998-03-13,Jerry Bohlander,Kevin Jackson,win,"SUB

      

        Armbar",1,10:23
UFC 16: Battle in the Bayou,1998-03-13,Pat Miletich,Townsend Saunders,win,S-DEC,2,3:00
UFC 16: Battle in the Bayou,1998-03-13,Mikey Burnett,Eugenio Tadeu,win,"KO/TKO

      

        Punches",1,9:45
UFC 16: Battle in the Bayou,1998-03-13,Chris Brennan,Courtney Turner,win,"SUB

      

        Armbar",1,1:20
UFC 16: Battle in the Bayou,1998-03-13,Laverne Clark,Josh Stuart,win,KO/TKO,1,1:15
UFC 14: Showdown,1997-07-27,Maurice Smith,Mark Coleman,win,U-DEC,3,3:00
UFC 14: Showdown,1997-07-27,Mark Kerr,Dan Bobish,win,"SUB

      

        Other",1,1:38
UFC 14: Showdown,1997-07-27,Kevin Jackson,Tony Fryklund,win,"SUB

      

        Rear Naked Choke",1,0:44
UFC 14: Showdown,1997-07-27,Dan Bobish,Brian Johnston,win,"SUB

      

        Forearm Choke",1,2:10
UFC 14: Showdown,1997-07-27,Mark Kerr,Moti Horenstein,win,"KO/TKO

      

        Punches",1,2:22
UFC 14: Showdown,1997-07-27,Kevin Jackson,Todd Butler,win,"KO/TKO

      

        Punches",1,1:27
UFC 14: Showdown,1997-07-27,Joe Moreira,Yuri Vaulin,win,U-DEC,2,3:00
UFC 14: Showdown,1997-07-27,Alex Hunter,Sam Fulton,win,"SUB

      

        Other",1,2:30
UFC 14: Showdown,1997-07-27,Tony Fryklund,Donnie Chappell,win,"SUB

      

        Other - Choke",1,1:31
UFC 13: The Ultimate Force,1997-05-30,Vitor Belfort,David Abbott,win,"KO/TKO

      

        Punches",1,0:52
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,Steven Graham,win,"KO/TKO

      

        Punches",1,3:13
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,Tito Ortiz,win,"SUB

      

        Guillotine Choke",1,2:00
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,Tony Halme,win,"SUB

      

        Rear Naked Choke",1,0:56
UFC 13: The Ultimate Force,1997-05-30,Steven Graham,Dmitri Stepanov,win,"SUB

      

        Keylock",1,1:30
UFC 13: The Ultimate Force,1997-05-30,Enson Inoue,Royce Alger,win,"SUB

      

        Armbar",1,1:36
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,Christophe Leninger,win,U-DEC,2,3:00
UFC 13: The Ultimate Force,1997-05-30,Jack Nilson,Saeed Hosseini,win,"KO/TKO

      

        Elbows",1,1:23
UFC 13: The Ultimate Force,1997-05-30,Tito Ortiz,Wes Albritton,win,"KO/TKO

      

        Punches",1,0:31
UFC 15: Collision Course,1997-10-17,Maurice Smith,David Abbott,win,"SUB

      

        Other",1,8:08
UFC 15: Collision Course,1997-10-17,Mark Kerr,Dwayne Cason,win,"SUB

      

        Rear Naked Choke",1,0:53
UFC 15: Collision Course,1997-10-17,Randy Couture,Vitor Belfort,win,"KO/TKO

      

        Punches",1,8:16
UFC 15: Collision Course,1997-10-17,Dave Beneteau,Carlos Barreto,win,U-DEC,2,3:00
UFC 15: Collision Course,1997-10-17,Mark Kerr,Greg Stott,win,"KO/TKO

      

        Knee",1,0:17
UFC 15: Collision Course,1997-10-17,Dwayne Cason,Houston Dorr,win,"KO/TKO

      

        Punches",1,3:43
UFC 15: Collision Course,1997-10-17,Alex Hunter,Harry Moskowitz,win,S-DEC,1,12:00
UFC 11: The Proving Ground,1996-09-20,Scott Ferrozzo,David Abbott,win,U-DEC,2,3:00
UFC 11: The Proving Ground,1996-09-20,Mark Coleman,Brian Johnston,win,"KO/TKO

      

        Punches",1,2:20
UFC 11: The Proving Ground,1996-09-20,Jerry Bohlander,Fabio Gurgel,win,U-DEC,1,15:00
UFC 11: The Proving Ground,1996-09-20,David Abbott,Sam Adkins,win,"SUB

      

        Forearm Choke",1,2:06
UFC 11: The Proving Ground,1996-09-20,Brian Johnston,Reza Nasri,win,"KO/TKO

      

        Punches",1,0:28
UFC 11: The Proving Ground,1996-09-20,Mark Coleman,Julian Sanchez,win,"SUB

      

        Scarf Hold",1,0:45
UFC 11: The Proving Ground,1996-09-20,Roberto Traven,Dave Berry,win,"KO/TKO

      

        Punches",1,1:33
UFC 11: The Proving Ground,1996-09-20,Scott Ferrozzo,Sam Fulton,win,"SUB

      

        Injury",1,1:45
UFC 12: Judgement Day,1997-02-07,Mark Coleman,Dan Severn,win,"SUB

      

        Scarf Hold",1,2:57
UFC 12: Judgement Day,1997-02-07,Vitor Belfort,Scott Ferrozzo,win,"KO/TKO

      

        Punches",1,0:43
UFC 12: Judgement Day,1997-02-07,Jerry Bohlander,Nick Sanzo,win,"SUB

      

        Neck Crank",1,0:39
UFC 12: Judgement Day,1997-02-07,Vitor Belfort,Tra Telligman,win,"KO/TKO

      

        Elbows",1,1:17
UFC 12: Judgement Day,1997-02-07,Scott Ferrozzo,Jim Mullen,win,"KO/TKO

      

        Knees",1,8:02
UFC 12: Judgement Day,1997-02-07,Yoshiki Takahashi,Wallid Ismail,win,U-DEC,2,3:00
UFC 12: Judgement Day,1997-02-07,Jerry Bohlander,Rainy Martinez,win,"SUB

      

        Rear Naked Choke",1,1:24
UFC 12: Judgement Day,1997-02-07,Justin Martin,Eric Martin,win,"SUB

      

        Heel Hook",1,0:14
UFC 12: Judgement Day,1997-02-07,Nick Sanzo,Jackie Lee,win,KO/TKO,1,0:48
UFC - Ultimate Ultimate '96,1996-12-07,Don Frye,David Abbott,win,"SUB

      

        Rear Naked Choke",1,1:22
UFC - Ultimate Ultimate '96,1996-12-07,David Abbott,Steve Nelmark,win,"KO/TKO

      

        Punch",1,1:03
UFC - Ultimate Ultimate '96,1996-12-07,Don Frye,Mark Hall,win,"SUB

      

        Ankle Lock",1,0:20
UFC - Ultimate Ultimate '96,1996-12-07,Ken Shamrock,Brian Johnston,win,"SUB

      

        Forearm Choke",1,5:48
UFC - Ultimate Ultimate '96,1996-12-07,Kimo Leopoldo,Paul Varelans,win,"KO/TKO

      

        Punches",1,9:08
UFC - Ultimate Ultimate '96,1996-12-07,David Abbott,Cal Worsham,win,"KO/TKO

      

        Punches",1,2:51
UFC - Ultimate Ultimate '96,1996-12-07,Don Frye,Gary Goodridge,win,"SUB

      

        Other",1,11:19
UFC - Ultimate Ultimate '96,1996-12-07,Tai Bowden,Jack Nilson,win,"KO/TKO

      

        Headbutts",1,4:46
UFC - Ultimate Ultimate '96,1996-12-07,Steve Nelmark,Marcus Bossett,win,"SUB

      

        Shoulder Choke",1,1:37
UFC - Ultimate Ultimate '96,1996-12-07,Mark Hall,Felix Lee Mitchell,win,KO/TKO,1,1:45
UFC 9: Motor City Madness,1996-05-17,Dan Severn,Ken Shamrock,win,S-DEC,3,3:00
UFC 9: Motor City Madness,1996-05-17,Don Frye,Amaury Bitetti,win,"KO/TKO

      

        Knees",1,9:30
UFC 9: Motor City Madness,1996-05-17,Mark Hall,Koji Kitao,win,KO/TKO,1,0:47
UFC 9: Motor City Madness,1996-05-17,Mark Schultz,Gary Goodridge,win,KO/TKO,1,12:00
UFC 9: Motor City Madness,1996-05-17,Rafael Carino,Matt Andersen,win,"KO/TKO

      

        Punches",1,5:32
UFC 9: Motor City Madness,1996-05-17,Cal Worsham,Zane Frazier,win,"KO/TKO

      

        Punches",1,3:14
UFC 9: Motor City Madness,1996-05-17,Steve Nelmark,Tai Bowden,win,KO/TKO,1,7:25
UFC 10: The Tournament,1996-07-12,Mark Coleman,Don Frye,win,"KO/TKO

      

        Headbutts",1,11:34
UFC 10: The Tournament,1996-07-12,Mark Coleman,Gary Goodridge,win,"SUB

      

        Other",1,7:00
UFC 10: The Tournament,1996-07-12,Don Frye,Brian Johnston,win,"KO/TKO

      

        Elbows",1,4:37
UFC 10: The Tournament,1996-07-12,Gary Goodridge,John Campetella,win,"KO/TKO

      

        Punches",1,1:28
UFC 10: The Tournament,1996-07-12,Mark Coleman,Moti Horenstein,win,"KO/TKO

      

        Punches",1,2:43
UFC 10: The Tournament,1996-07-12,Brian Johnston,Scott Fiedler,win,"KO/TKO

      

        Punches",1,2:25
UFC 10: The Tournament,1996-07-12,Don Frye,Mark Hall,win,"KO/TKO

      

        Headbutt",1,10:21
UFC 10: The Tournament,1996-07-12,Sam Adkins,Felix Lee Mitchell,win,U-DEC,2,3:00
UFC 10: The Tournament,1996-07-12,Geza Kalman,Dieusel Berto,win,"KO/TKO

      

        Punches",1,5:57
UFC - Ultimate Ultimate '95,1995-12-16,Dan Severn,Oleg Taktarov,win,U-DEC,2,3:00
UFC - Ultimate Ultimate '95,1995-12-16,Oleg Taktarov,Marco Ruas,win,U-DEC,1,18:00
UFC - Ultimate Ultimate '95,1995-12-16,Dan Severn,David Abbott,win,U-DEC,1,18:00
UFC - Ultimate Ultimate '95,1995-12-16,Oleg Taktarov,Dave Beneteau,win,"SUB

      

        Ankle Lock",1,1:15
UFC - Ultimate Ultimate '95,1995-12-16,Marco Ruas,Keith Hackney,win,"SUB

      

        Rear Naked Choke",1,2:39
UFC - Ultimate Ultimate '95,1995-12-16,Dan Severn,Paul Varelans,win,"SUB

      

        Arm Triangle",1,1:01
UFC - Ultimate Ultimate '95,1995-12-16,David Abbott,Steve Jennum,win,"SUB

      

        Neck Crank",1,1:14
UFC - Ultimate Ultimate '95,1995-12-16,Mark Hall,Trent Jenkins,win,SUB,1,5:29
UFC - Ultimate Ultimate '95,1995-12-16,Joe Charles,Scott Bessac,win,"SUB

      

        Armbar",1,4:38
UFC 8: David vs Goliath,1996-02-16,Don Frye,Gary Goodridge,win,"KO/TKO

      

        Punches",1,2:14
UFC 8: David vs Goliath,1996-02-16,Ken Shamrock,Kimo Leopoldo,win,"SUB

      

        Kneebar",1,4:24
UFC 8: David vs Goliath,1996-02-16,Gary Goodridge,Jerry Bohlander,win,"KO/TKO

      

        Punch",1,5:31
UFC 8: David vs Goliath,1996-02-16,Don Frye,Sam Adkins,win,KO/TKO,1,0:48
UFC 8: David vs Goliath,1996-02-16,Gary Goodridge,Paul Herrera,win,"KO/TKO

      

        Elbows",1,0:13
UFC 8: David vs Goliath,1996-02-16,Jerry Bohlander,Scott Ferrozzo,win,"SUB

      

        Guillotine Choke",1,9:03
UFC 8: David vs Goliath,1996-02-16,Paul Varelans,Joe Moreira,win,U-DEC,1,10:00
UFC 8: David vs Goliath,1996-02-16,Don Frye,Thomas Ramirez,win,"KO/TKO

      

        Punch",1,0:08
UFC 8: David vs Goliath,1996-02-16,Sam Adkins,Keith Mielke,win,"KO/TKO

      

        Punches",1,0:50
UFC 6: Clash of the Titans,1995-07-14,Oleg Taktarov,David Abbott,win,"SUB

      

        Rear Naked Choke",1,17:45
UFC 6: Clash of the Titans,1995-07-14,Ken Shamrock,Dan Severn,win,"SUB

      

        Guillotine Choke",1,2:14
UFC 6: Clash of the Titans,1995-07-14,Oleg Taktarov,Anthony Macias,win,"SUB

      

        Guillotine Choke",1,0:09
UFC 6: Clash of the Titans,1995-07-14,David Abbott,Paul Varelans,win,"KO/TKO

      

        Punches",1,1:53
UFC 6: Clash of the Titans,1995-07-14,Oleg Taktarov,Dave Beneteau,win,"SUB

      

        Guillotine Choke",1,0:57
UFC 6: Clash of the Titans,1995-07-14,Patrick Smith,Rudyard Moncayo,win,"SUB

      

        Rear Naked Choke",1,1:08
UFC 6: Clash of the Titans,1995-07-14,Paul Varelans,Cal Worsham,win,"KO/TKO

      

        Elbow",1,1:02
UFC 6: Clash of the Titans,1995-07-14,David Abbott,John Matua,win,"KO/TKO

      

        Punches",1,0:20
UFC 6: Clash of the Titans,1995-07-14,Anthony Macias,He-Man Gipson,win,"KO/TKO

      

        Headbutts",1,3:06
UFC 6: Clash of the Titans,1995-07-14,Joel Sutton,Jack McGlaughlin,win,"KO/TKO

      

        Punches",1,2:01
UFC 7: The Brawl in Buffalo,1995-09-08,Marco Ruas,Paul Varelans,win,"KO/TKO

      

        Kicks",1,13:17
UFC 7: The Brawl in Buffalo,1995-09-08,Ken Shamrock,Oleg Taktarov,"draw


draw",Other,2,3:00
UFC 7: The Brawl in Buffalo,1995-09-08,Marco Ruas,Remco Pardoel,win,"SUB

      

        Other",1,12:27
UFC 7: The Brawl in Buffalo,1995-09-08,Paul Varelans,Mark Hall,win,"SUB

      

        Keylock",1,1:01
UFC 7: The Brawl in Buffalo,1995-09-08,Marco Ruas,Larry Cureton,win,"SUB

      

        Heel Hook",1,3:23
UFC 7: The Brawl in Buffalo,1995-09-08,Remco Pardoel,Ryan Parker,win,"SUB

      

        Gi Choke",1,3:05
UFC 7: The Brawl in Buffalo,1995-09-08,Mark Hall,Harold Howard,win,"KO/TKO

      

        Punches",1,1:41
UFC 7: The Brawl in Buffalo,1995-09-08,Paul Varelans,Gerry Harris,win,"KO/TKO

      

        Elbows",1,1:05
UFC 7: The Brawl in Buffalo,1995-09-08,Scott Bessac,David Hood,win,"SUB

      

        Guillotine Choke",1,0:31
UFC 7: The Brawl in Buffalo,1995-09-08,Onassis Parungao,Francesco Maturi,win,KO/TKO,1,5:26
UFC 7: The Brawl in Buffalo,1995-09-08,Joel Sutton,Geza Kalman,win,KO/TKO,1,0:48
UFC 4: Revenge of the Warriors,1994-12-16,Royce Gracie,Dan Severn,win,"SUB

      

        Triangle Choke",1,15:49
UFC 4: Revenge of the Warriors,1994-12-16,Dan Severn,Marcus Bossett,win,"SUB

      

        Arm Triangle",1,0:52
UFC 4: Revenge of the Warriors,1994-12-16,Royce Gracie,Keith Hackney,win,"SUB

      

        Armbar",1,5:32
UFC 4: Revenge of the Warriors,1994-12-16,Dan Severn,Anthony Macias,win,"SUB

      

        Rear Naked Choke",1,1:45
UFC 4: Revenge of the Warriors,1994-12-16,Steve Jennum,Melton Bowen,win,"SUB

      

        Armbar",1,4:47
UFC 4: Revenge of the Warriors,1994-12-16,Keith Hackney,Joe Son,win,"SUB

      

        Other - Choke",1,2:44
UFC 4: Revenge of the Warriors,1994-12-16,Royce Gracie,Ron van Clief,win,"SUB

      

        Rear Naked Choke",1,3:49
UFC 4: Revenge of the Warriors,1994-12-16,Guy Mezger,Jason Fairn,win,KO/TKO,1,2:13
UFC 4: Revenge of the Warriors,1994-12-16,Marcus Bossett,Eldo Xavier Dias,win,KO/TKO,1,4:55
UFC 4: Revenge of the Warriors,1994-12-16,Joe Charles,Kevin Rosier,win,"SUB

      

        Armbar",1,0:14
UFC 2: No Way Out,1994-03-11,Royce Gracie,Patrick Smith,win,"KO/TKO

      

        Punches",1,1:17
UFC 2: No Way Out,1994-03-11,Royce Gracie,Remco Pardoel,win,"SUB

      

        Gi Choke",1,1:31
UFC 2: No Way Out,1994-03-11,Patrick Smith,Johnny Rhodes,win,"SUB

      

        Guillotine Choke",1,1:07
UFC 2: No Way Out,1994-03-11,Royce Gracie,Jason DeLucia,win,"SUB

      

        Armbar",1,1:07
UFC 2: No Way Out,1994-03-11,Remco Pardoel,Orlando Wiet,win,"KO/TKO

      

        Elbows",1,1:29
UFC 2: No Way Out,1994-03-11,Johnny Rhodes,Fred Ettish,win,"SUB

      

        Bulldog Choke",1,3:07
UFC 2: No Way Out,1994-03-11,Patrick Smith,Scott Morris,win,"KO/TKO

      

        Elbows",1,0:30
UFC 2: No Way Out,1994-03-11,Royce Gracie,Minoki Ichihara,win,"SUB

      

        Armbar",1,5:08
UFC 2: No Way Out,1994-03-11,Jason DeLucia,Scott Baker,win,"SUB

      

        Triangle Choke",1,6:41
UFC 2: No Way Out,1994-03-11,Remco Pardoel,Alberta Cerra Leon,win,"SUB

      

        Ezekiel Choke",1,9:51
UFC 2: No Way Out,1994-03-11,Orlando Wiet,Robert Lucarelli,win,KO/TKO,1,2:50
UFC 2: No Way Out,1994-03-11,Frank Hamaker,Thaddeus Luster,win,"SUB

      

        Keylock",1,4:52
UFC 2: No Way Out,1994-03-11,Johnny Rhodes,David Levicki,win,"KO/TKO

      

        Punches",1,12:13
UFC 2: No Way Out,1994-03-11,Patrick Smith,Ray Wizard,win,"SUB

      

        Guillotine Choke",1,0:58
UFC 2: No Way Out,1994-03-11,Scott Morris,Sean Daugherty,win,"SUB

      

        Guillotine Choke",1,0:20
UFC 1: The Beginning,1993-11-12,Royce Gracie,Gerard Gordeau,win,"SUB

      

        Rear Naked Choke",1,1:44
UFC 1: The Beginning,1993-11-12,Jason DeLucia,Trent Jenkins,win,"SUB

      

        Rear Naked Choke",1,0:52
UFC 1: The Beginning,1993-11-12,Royce Gracie,Ken Shamrock,win,"SUB

      

        Rear Naked Choke",1,0:57
UFC 1: The Beginning,1993-11-12,Gerard Gordeau,Kevin Rosier,win,KO/TKO,1,0:59
UFC 1: The Beginning,1993-11-12,Ken Shamrock,Patrick Smith,win,"SUB

      

        Heel Hook",1,1:49
UFC 1: The Beginning,1993-11-12,Royce Gracie,Art Jimmerson,win,"SUB

      

        Other",1,2:18
UFC 1: The Beginning,1993-11-12,Kevin Rosier,Zane Frazier,win,KO/TKO,1,4:20
UFC 1: The Beginning,1993-11-12,Gerard Gordeau,Teila Tuli,win,"KO/TKO

      

        Kick",1,0:26
UFC 3: The American Dream,1994-09-09,Steve Jennum,Harold Howard,win,"KO/TKO

      

        Punches",1,1:27
UFC 3: The American Dream,1994-09-09,Ken Shamrock,Felix Lee Mitchell,win,"SUB

      

        Rear Naked Choke",1,4:34
UFC 3: The American Dream,1994-09-09,Royce Gracie,Kimo Leopoldo,win,"SUB

      

        Armbar",1,4:40
