event,event_date,fighter_1,fighter_2,result,f1_kd,f1_sig_str_attempted,f1_sig_str_landed,f1_sub_att,f1_td_attempted,f1_td_landed,f1_total_str_attempted,f1_total_str_landed,f2_kd,f2_sig_str_attempted,f2_sig_str_landed,f2_sub_att,f2_td_attempted,f2_td_landed,f2_total_str_attempted,f2_total_str_landed,method,round,time
UFC 20: Battle for the Gold,1999-05-07,Bas Rutten,Kevin Randleman,win,0,29,18,1,0,0,195,181,0,61,20,0,6,6,114,56,S-DEC,3,3:00
UFC 20: Battle for the Gold,1999-05-07,Pedro Rizzo,Tra Telligman,win,1,43,9,0,0,0,43,9,0,46,16,0,1,0,46,16,"KO/TKO

      

        Punch",1,4:30
UFC 20: Battle for the Gold,1999-05-07,Pete Williams,Travis Fulton,win,0,27,15,2,0,0,34,22,0,22,6,0,1,0,34,18,"SUB

      

        Armbar",1,6:28
UFC 20: Battle for the Gold,1999-05-07,Wanderlei Silva,Tony Petarra,win,1,32,25,0,0,0,39,32,0,5,4,0,2,0,7,6,"KO/TKO

      

        Knees",1,2:53
UFC 20: Battle for the Gold,1999-05-07,Marcelo Mello,David Roberts,win,0,13,7,0,2,1,15,9,0,3,0,0,0,0,3,0,"KO/TKO

      

        Elbows",1,1:23
UFC 20: Battle for the Gold,1999-05-07,Laverne Clark,Fabiano Iha,win,1,6,6,0,0,0,6,6,0,3,0,2,0,0,3,0,KO/TKO,1,1:21
UFC 20: Battle for the Gold,1999-05-07,Ron Waterman,Chris Condo,win,0,8,6,0,1,1,14,12,0,2,0,0,0,0,3,1,"KO/TKO

      

        Punches",1,0:28
UFC 19: Ultimate Young Guns,1999-03-05,Tito Ortiz,Guy Mezger,win,0,42,26,0,5,2,111,92,0,4,2,3,0,0,11,9,"KO/TKO

      

        Punches",1,9:56
UFC 19: Ultimate Young Guns,1999-03-05,Gary Goodridge,Andre Roberts,win,0,14,8,0,0,0,14,8,0,3,2,0,0,0,3,2,"KO/TKO

      

        Punches",1,0:43
UFC 19: Ultimate Young Guns,1999-03-05,Jeremy Horn,Chuck Liddell,win,0,11,8,3,7,3,16,13,0,24,12,0,0,0,70,58,"SUB

      

        Arm Triangle",1,12:00
UFC 19: Ultimate Young Guns,1999-03-05,Kevin Randleman,Maurice Smith,win,0,49,17,0,4,4,77,39,0,16,9,2,0,0,21,14,U-DEC,2,3:00
UFC 19: Ultimate Young Guns,1999-03-05,Evan Tanner,Valeri Ignatov,win,0,32,23,1,1,1,35,25,0,8,2,0,0,0,14,7,"KO/TKO

      

        Elbows",1,2:58
UFC 19: Ultimate Young Guns,1999-03-05,Pete Williams,Jason Godsey,win,0,7,3,1,1,1,14,10,0,7,2,0,0,0,16,9,"SUB

      

        Kneebar",1,1:56
UFC 19: Ultimate Young Guns,1999-03-05,Sione Latu,Joey Roberts,win,0,19,9,0,1,1,26,14,0,42,17,2,2,1,60,33,KO/TKO,1,10:01
UFC 18: The Road to the Heavyweight Title,1999-01-08,Bas Rutten,Tsuyoshi Kohsaka,win,1,61,31,0,0,0,100,70,0,47,23,0,9,3,154,120,"KO/TKO

      

        Punches",2,2:15
UFC 18: The Road to the Heavyweight Title,1999-01-08,Pat Miletich,Jorge Patino,win,0,71,27,0,3,3,115,71,0,88,19,1,6,1,90,21,U-DEC,3,3:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Pedro Rizzo,Mark Coleman,win,0,29,16,0,0,0,43,29,0,53,25,0,6,2,86,58,S-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Tito Ortiz,Jerry Bohlander,win,0,76,37,0,7,6,100,59,0,25,9,0,0,0,55,39,KO/TKO,2,2:31
UFC 18: The Road to the Heavyweight Title,1999-01-08,Mikey Burnett,Townsend Saunders,win,1,135,42,1,0,0,150,57,0,63,34,0,6,0,70,41,U-DEC,2,3:00
UFC 18: The Road to the Heavyweight Title,1999-01-08,Evan Tanner,Darrel Gholar,win,0,37,24,4,1,1,39,25,0,26,4,0,1,1,59,30,"SUB

      

        Rear Naked Choke",1,7:57
UFC 18: The Road to the Heavyweight Title,1999-01-08,Laverne Clark,Frank Caracci,win,0,30,15,0,2,2,52,35,0,2,0,1,2,0,2,0,"KO/TKO

      

        Punches",1,6:52
UFC - Ultimate Japan,1997-12-21,Randy Couture,Maurice Smith,win,0,31,19,1,3,3,66,54,0,17,9,0,0,0,26,18,M-DEC,3,3:00
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,Marcus Silveira,win,0,2,1,2,1,1,3,2,0,2,1,1,1,1,13,11,"SUB

      

        Armbar",1,3:44
UFC - Ultimate Japan,1997-12-21,Vitor Belfort,Joe Charles,win,0,0,0,3,2,2,0,0,0,1,1,0,0,0,1,1,"SUB

      

        Armbar",1,4:03
UFC - Ultimate Japan,1997-12-21,Frank Shamrock,Kevin Jackson,win,0,1,1,1,0,0,1,1,0,3,2,0,1,1,3,2,"SUB

      

        Armbar",1,0:16
UFC - Ultimate Japan,1997-12-21,Kazushi Sakuraba,Marcus Silveira,"nc


nc",0,1,0,0,1,0,2,0,0,10,4,1,1,1,15,9,Overturned,1,1:51
UFC - Ultimate Japan,1997-12-21,David Abbott,Yoji Anjo,win,0,31,13,0,4,3,90,69,0,9,9,1,1,0,30,29,U-DEC,2,3:00
UFC - Ultimate Japan,1997-12-21,Tra Telligman,Brad Kohler,win,0,17,6,1,0,0,29,18,0,24,12,0,6,3,93,74,"SUB

      

        Armbar",1,10:05
UFC 15: Collision Course,1997-10-17,Maurice Smith,David Abbott,win,0,13,12,1,0,0,39,38,1,22,5,0,0,0,39,17,"SUB

      

        Other",1,8:08
UFC 15: Collision Course,1997-10-17,Mark Kerr,Dwayne Cason,win,0,7,5,1,1,1,11,9,0,0,0,0,0,0,0,0,"SUB

      

        Rear Naked Choke",1,0:53
UFC 15: Collision Course,1997-10-17,Randy Couture,Vitor Belfort,win,0,43,34,1,1,1,88,77,0,21,6,0,1,0,28,13,"KO/TKO

      

        Punches",1,8:16
UFC 15: Collision Course,1997-10-17,Dave Beneteau,Carlos Barreto,win,0,28,13,0,3,3,69,54,0,32,11,0,4,2,87,61,U-DEC,2,3:00
UFC 15: Collision Course,1997-10-17,Mark Kerr,Greg Stott,win,1,2,1,0,0,0,2,1,0,3,0,0,0,0,3,0,"KO/TKO

      

        Knee",1,0:17
UFC 15: Collision Course,1997-10-17,Dwayne Cason,Houston Dorr,win,0,22,11,0,1,1,36,25,0,2,1,0,0,0,15,11,"KO/TKO

      

        Punches",1,3:43
UFC 15: Collision Course,1997-10-17,Alex Hunter,Harry Moskowitz,win,0,18,11,0,5,1,34,20,0,22,12,4,1,1,36,26,S-DEC,1,12:00
UFC 14: Showdown,1997-07-27,Maurice Smith,Mark Coleman,win,0,65,55,0,0,0,139,129,0,43,19,2,7,2,80,47,U-DEC,3,3:00
UFC 14: Showdown,1997-07-27,Mark Kerr,Dan Bobish,win,0,6,3,0,1,1,7,3,0,1,0,0,0,0,7,6,"SUB

      

        Other",1,1:38
UFC 14: Showdown,1997-07-27,Kevin Jackson,Tony Fryklund,win,0,4,2,1,1,1,5,3,0,1,0,0,0,0,1,0,"SUB

      

        Rear Naked Choke",1,0:44
UFC 14: Showdown,1997-07-27,Dan Bobish,Brian Johnston,win,0,21,9,1,1,1,24,12,0,10,6,0,0,0,10,6,"SUB

      

        Forearm Choke",1,2:10
UFC 14: Showdown,1997-07-27,Mark Kerr,Moti Horenstein,win,0,20,14,0,1,1,24,18,0,2,1,0,0,0,13,10,"KO/TKO

      

        Punches",1,2:22
UFC 14: Showdown,1997-07-27,Kevin Jackson,Todd Butler,win,0,6,3,0,1,1,7,4,0,4,1,0,0,0,4,1,"KO/TKO

      

        Punches",1,1:27
UFC 14: Showdown,1997-07-27,Joe Moreira,Yuri Vaulin,win,0,9,7,0,3,3,80,76,0,5,1,0,0,0,131,114,U-DEC,2,3:00
UFC 14: Showdown,1997-07-27,Alex Hunter,Sam Fulton,win,0,12,7,0,1,1,21,16,0,1,1,0,0,0,2,2,"SUB

      

        Other",1,2:30
UFC 14: Showdown,1997-07-27,Tony Fryklund,Donnie Chappell,win,0,8,5,1,1,1,15,11,0,2,0,0,0,0,8,5,"SUB

      

        Other - Choke",1,1:31
UFC 13: The Ultimate Force,1997-05-30,Vitor Belfort,David Abbott,win,0,24,15,0,1,1,25,16,0,5,2,0,1,0,5,2,"KO/TKO

      

        Punches",1,0:52
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,Steven Graham,win,0,19,16,0,1,1,28,25,0,0,0,0,0,0,1,1,"KO/TKO

      

        Punches",1,3:13
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,Tito Ortiz,win,0,5,0,1,1,0,5,0,0,19,5,0,1,1,33,19,"SUB

      

        Guillotine Choke",1,2:00
UFC 13: The Ultimate Force,1997-05-30,Randy Couture,Tony Halme,win,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"SUB

      

        Rear Naked Choke",1,0:56
UFC 13: The Ultimate Force,1997-05-30,Steven Graham,Dmitri Stepanov,win,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,"SUB

      

        Keylock",1,1:30
UFC 13: The Ultimate Force,1997-05-30,Enson Inoue,Royce Alger,win,0,0,0,1,0,0,3,3,0,6,3,0,1,0,8,5,"SUB

      

        Armbar",1,1:36
UFC 13: The Ultimate Force,1997-05-30,Guy Mezger,Christophe Leninger,win,0,54,35,0,0,0,110,86,0,16,3,1,2,0,32,18,U-DEC,2,3:00
